Make,Model,Number.of.Engines,Weather.Condition,Purpose.of.flight,Event.Date,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Severity.Score,Year,Purpose_Grouped
Cessna,182,1.0,Vmc,Personal,1989-07-02,0.0,0.0,1.0,0.0,1.0,1989,Personal
Cessna,152,1.0,Vmc,Personal,1989-07-03,0.0,0.0,0.0,1.0,0.0,1989,Personal
Cessna,152,1.0,Vmc,Personal,1989-07-03,0.0,0.0,0.0,1.0,0.0,1989,Personal
Cessna,172M,1.0,Vmc,Personal,1989-07-03,0.0,0.0,0.0,4.0,0.0,1989,Personal
Cessna,152,1.0,Vmc,Business,1989-07-04,0.0,0.0,1.0,0.0,1.0,1989,Business
Cessna,180,1.0,Vmc,Personal,1989-07-04,0.0,0.0,2.0,1.0,2.0,1989,Personal
Cessna,172,1.0,Vmc,Personal,1989-07-07,0.0,0.0,0.0,3.0,0.0,1989,Personal
Cessna,172,1.0,Vmc,Personal,1989-07-09,0.0,0.0,0.0,2.0,0.0,1989,Personal
Cessna,152,1.0,Vmc,Instructional,1989-07-09,0.0,0.0,0.0,1.0,0.0,1989,Instructional
Cessna,182,1.0,Vmc,Instructional,1989-07-09,0.0,0.0,1.0,1.0,1.0,1989,Instructional
Cessna,172M,1.0,Vmc,Personal,1989-07-10,0.0,0.0,0.0,4.0,0.0,1989,Personal
Cessna,152,1.0,Vmc,,1989-07-11,1.0,0.0,0.0,0.0,5.0,1989,Other
Cessna,172,1.0,Imc,Personal,1989-07-11,0.0,1.0,0.0,0.0,3.0,1989,Personal
Cessna,152,1.0,Vmc,Instructional,1989-07-11,0.0,0.0,0.0,2.0,0.0,1989,Instructional
Cessna,172P,1.0,Vmc,Business,1989-07-11,0.0,0.0,1.0,0.0,1.0,1989,Business
Cessna,150,1.0,Vmc,Instructional,1989-07-12,0.0,0.0,0.0,1.0,0.0,1989,Instructional
Cessna,150,1.0,Vmc,Personal,1989-07-12,0.0,0.0,1.0,1.0,1.0,1989,Personal
Cessna,172,1.0,Vmc,Personal,1989-07-13,0.0,1.0,1.0,1.0,4.0,1989,Personal
Cessna,152,1.0,Vmc,Instructional,1989-07-13,0.0,0.0,0.0,1.0,0.0,1989,Instructional
Cessna,182,1.0,Vmc,Personal,1989-07-17,0.0,0.0,0.0,1.0,0.0,1989,Personal
Cessna,172N,1.0,Vmc,Personal,1989-07-19,0.0,0.0,4.0,0.0,4.0,1989,Personal
Cessna,172P,1.0,Vmc,Instructional,1989-07-22,0.0,0.0,0.0,1.0,0.0,1989,Instructional
Cessna,172,1.0,Vmc,Personal,1989-07-23,0.0,0.0,0.0,2.0,0.0,1989,Personal
Piper,Pa-28-140,1.0,Vmc,Personal,1989-07-24,0.0,0.0,2.0,1.0,2.0,1989,Personal
Cessna,152,1.0,Vmc,Instructional,1989-07-24,1.0,0.0,0.0,0.0,5.0,1989,Instructional
Cessna,172N,1.0,Vmc,Instructional,1989-07-25,0.0,0.0,0.0,1.0,0.0,1989,Instructional
Cessna,172M,1.0,Vmc,Personal,1989-07-26,0.0,0.0,0.0,3.0,0.0,1989,Personal
Cessna,152,1.0,Vmc,Instructional,1989-07-27,0.0,0.0,0.0,2.0,0.0,1989,Instructional
Cessna,172,1.0,Vmc,Personal,1989-07-28,0.0,0.0,0.0,1.0,0.0,1989,Personal
Cessna,172M,1.0,Vmc,Instructional,1989-07-28,0.0,0.0,0.0,2.0,0.0,1989,Instructional
Cessna,172M,1.0,Vmc,Instructional,1989-07-29,0.0,0.0,0.0,1.0,0.0,1989,Instructional
Cessna,152,1.0,Vmc,Personal,1989-07-31,0.0,0.0,0.0,1.0,0.0,1989,Personal
Cessna,152,1.0,Vmc,Personal,1989-08-01,0.0,0.0,2.0,0.0,2.0,1989,Personal
Cessna,172P,1.0,Vmc,Instructional,1989-08-02,0.0,0.0,0.0,2.0,0.0,1989,Instructional
Cessna,152,1.0,Vmc,Personal,1989-08-02,0.0,0.0,1.0,0.0,1.0,1989,Personal
Cessna,172,1.0,Vmc,Aerial Observation,1989-08-03,0.0,0.0,1.0,0.0,1.0,1989,Aerial Observation
Cessna,152,1.0,Vmc,,1989-08-03,1.0,0.0,0.0,0.0,5.0,1989,Other
Cessna,172M,1.0,Vmc,Personal,1989-08-05,0.0,0.0,3.0,0.0,3.0,1989,Personal
Piper,Pa-28-140,1.0,Vmc,Personal,1989-08-05,0.0,0.0,0.0,2.0,0.0,1989,Personal
Cessna,182,1.0,Vmc,Personal,1989-08-05,0.0,0.0,0.0,4.0,0.0,1989,Personal
Cessna,172M,1.0,Vmc,Personal,1989-08-06,1.0,0.0,0.0,0.0,5.0,1989,Personal
Piper,Pa-28-140,1.0,Vmc,Personal,1989-08-06,0.0,0.0,0.0,1.0,0.0,1989,Personal
Cessna,152,1.0,Vmc,Instructional,1989-08-06,0.0,0.0,0.0,2.0,0.0,1989,Instructional
Cessna,152,1.0,Vmc,Instructional,1989-08-06,0.0,0.0,0.0,1.0,0.0,1989,Instructional
Cessna,150,1.0,Vmc,Personal,1989-08-07,0.0,1.0,0.0,0.0,3.0,1989,Personal
Cessna,152,1.0,Vmc,Instructional,1989-08-08,0.0,0.0,0.0,1.0,0.0,1989,Instructional
Cessna,182,1.0,Vmc,Personal,1989-08-09,0.0,0.0,1.0,1.0,1.0,1989,Personal
Cessna,150,1.0,Vmc,Instructional,1989-08-10,0.0,0.0,0.0,1.0,0.0,1989,Instructional
Cessna,180,1.0,Vmc,Personal,1989-08-12,0.0,0.0,0.0,3.0,0.0,1989,Personal
Cessna,172P,1.0,Vmc,,1989-08-13,4.0,0.0,0.0,0.0,20.0,1989,Other
Cessna,172N,1.0,Vmc,Personal,1989-08-13,0.0,0.0,2.0,2.0,2.0,1989,Personal
Cessna,172P,1.0,Vmc,Personal,1989-08-13,0.0,0.0,0.0,1.0,0.0,1989,Personal
Cessna,172M,1.0,Vmc,,1989-08-14,0.0,0.0,0.0,2.0,0.0,1989,Other
Piper,Pa-28-140,1.0,Vmc,Personal,1989-08-14,1.0,2.0,0.0,0.0,11.0,1989,Personal
Cessna,172P,1.0,Vmc,Personal,1989-08-14,0.0,0.0,0.0,1.0,0.0,1989,Personal
Cessna,152,1.0,Vmc,Instructional,1989-08-15,1.0,1.0,0.0,0.0,8.0,1989,Instructional
Cessna,182,1.0,Vmc,Business,1989-08-15,0.0,0.0,2.0,0.0,2.0,1989,Business
Cessna,150,1.0,Vmc,Personal,1989-08-15,0.0,0.0,1.0,0.0,1.0,1989,Personal
Cessna,172P,1.0,Vmc,Public Aircraft,1989-08-17,0.0,1.0,0.0,0.0,3.0,1989,Public Aircraft
Cessna,172P,1.0,Vmc,Personal,1989-08-18,0.0,0.0,2.0,0.0,2.0,1989,Personal
Cessna,172,1.0,Vmc,Personal,1989-08-19,0.0,0.0,0.0,3.0,0.0,1989,Personal
Cessna,152,1.0,Vmc,Personal,1989-08-20,0.0,0.0,2.0,0.0,2.0,1989,Personal
Cessna,152,1.0,Vmc,Personal,1989-08-20,0.0,0.0,1.0,1.0,1.0,1989,Personal
Cessna,172,1.0,Vmc,Personal,1989-08-22,0.0,0.0,0.0,4.0,0.0,1989,Personal
Cessna,172N,1.0,Vmc,Personal,1989-08-25,0.0,0.0,0.0,2.0,0.0,1989,Personal
Cessna,152,1.0,Vmc,,1989-08-25,0.0,0.0,0.0,1.0,0.0,1989,Other
Cessna,182,1.0,Vmc,Personal,1989-08-26,0.0,2.0,0.0,0.0,6.0,1989,Personal
Piper,Pa-18-150,1.0,Vmc,Personal,1989-08-26,0.0,0.0,0.0,1.0,0.0,1989,Personal
Cessna,150,1.0,Vmc,Personal,1989-08-26,0.0,0.0,0.0,1.0,0.0,1989,Personal
Cessna,172,1.0,Vmc,Personal,1989-08-27,0.0,1.0,0.0,0.0,3.0,1989,Personal
Cessna,172N,1.0,Vmc,Instructional,1989-08-27,0.0,0.0,0.0,1.0,0.0,1989,Instructional
Cessna,152,1.0,Vmc,Instructional,1989-08-29,4.0,0.0,0.0,0.0,20.0,1989,Instructional
Cessna,172,1.0,Vmc,Business,1989-08-30,0.0,0.0,0.0,1.0,0.0,1989,Business
Piper,Pa-18-150,1.0,Vmc,Public Aircraft,1989-08-30,0.0,0.0,2.0,0.0,2.0,1989,Public Aircraft
Cessna,152,1.0,Vmc,Personal,1989-08-31,2.0,0.0,0.0,0.0,10.0,1989,Personal
Piper,Pa-18-150,1.0,Vmc,Personal,1989-08-31,0.0,0.0,1.0,0.0,1.0,1989,Personal
Piper,Pa-18-150,1.0,Vmc,Personal,1989-08-31,0.0,0.0,0.0,2.0,0.0,1989,Personal
Cessna,172P,1.0,Imc,Personal,1989-09-01,4.0,0.0,0.0,0.0,20.0,1989,Personal
Cessna,172M,1.0,Vmc,Instructional,1989-09-02,0.0,0.0,0.0,1.0,0.0,1989,Instructional
Cessna,180,1.0,Vmc,,1989-09-02,0.0,0.0,1.0,0.0,1.0,1989,Other
Cessna,152,1.0,Vmc,Instructional,1989-09-03,3.0,0.0,0.0,0.0,15.0,1989,Instructional
Cessna,182,1.0,Imc,Personal,1989-09-04,0.0,0.0,4.0,0.0,4.0,1989,Personal
Cessna,172P,1.0,Vmc,Personal,1989-09-04,0.0,0.0,0.0,1.0,0.0,1989,Personal
Cessna,152,1.0,Vmc,Personal,1989-09-05,0.0,0.0,0.0,2.0,0.0,1989,Personal
Cessna,180,1.0,Vmc,Personal,1989-09-06,0.0,0.0,0.0,1.0,0.0,1989,Personal
Cessna,172,1.0,Vmc,Personal,1989-09-07,0.0,0.0,0.0,2.0,0.0,1989,Personal
Cessna,172N,1.0,Vmc,Instructional,1989-09-07,0.0,0.0,0.0,1.0,0.0,1989,Instructional
Piper,Pa-28-140,1.0,Vmc,Personal,1989-09-08,0.0,0.0,0.0,1.0,0.0,1989,Personal
Cessna,152,1.0,Vmc,Instructional,1989-09-09,0.0,0.0,1.0,0.0,1.0,1989,Instructional
Cessna,180,1.0,Vmc,Business,1989-09-09,0.0,0.0,0.0,1.0,0.0,1989,Business
Cessna,152,1.0,Vmc,Personal,1989-09-10,0.0,0.0,0.0,2.0,0.0,1989,Personal
Cessna,172N,1.0,Vmc,Personal,1989-09-10,0.0,0.0,0.0,4.0,0.0,1989,Personal
Cessna,152,1.0,Vmc,Instructional,1989-09-10,0.0,1.0,1.0,0.0,4.0,1989,Instructional
Cessna,152,1.0,Vmc,Instructional,1989-09-11,0.0,0.0,0.0,1.0,0.0,1989,Instructional
Cessna,152,1.0,Vmc,Instructional,1989-09-13,0.0,2.0,0.0,0.0,6.0,1989,Instructional
Cessna,172N,1.0,Vmc,Personal,1989-09-13,0.0,0.0,0.0,1.0,0.0,1989,Personal
Cessna,152,1.0,Vmc,Instructional,1989-09-14,0.0,0.0,0.0,1.0,0.0,1989,Instructional
Cessna,150,1.0,Vmc,Instructional,1989-09-15,0.0,0.0,0.0,2.0,0.0,1989,Instructional
Cessna,152,1.0,Vmc,Instructional,1989-09-15,0.0,0.0,0.0,2.0,0.0,1989,Instructional
Cessna,172,1.0,Vmc,Personal,1989-09-15,0.0,0.0,2.0,2.0,2.0,1989,Personal
Cessna,152,1.0,Vmc,Instructional,1989-09-16,0.0,0.0,1.0,0.0,1.0,1989,Instructional
Cessna,172N,1.0,Vmc,Personal,1989-09-16,0.0,0.0,0.0,2.0,0.0,1989,Personal
Cessna,172,1.0,Vmc,Personal,1989-09-17,0.0,0.0,0.0,1.0,0.0,1989,Personal
Cessna,172N,1.0,Imc,Personal,1989-09-18,2.0,0.0,0.0,0.0,10.0,1989,Personal
Cessna,182,1.0,Vmc,Personal,1989-09-18,2.0,0.0,0.0,0.0,10.0,1989,Personal
Cessna,152,1.0,Vmc,Instructional,1989-09-18,0.0,0.0,1.0,0.0,1.0,1989,Instructional
Cessna,150,1.0,Vmc,Instructional,1989-09-18,0.0,0.0,1.0,0.0,1.0,1989,Instructional
Cessna,150,1.0,Vmc,Instructional,1989-09-19,0.0,0.0,0.0,1.0,0.0,1989,Instructional
Cessna,152,1.0,Vmc,Personal,1989-09-20,2.0,0.0,0.0,0.0,10.0,1989,Personal
Cessna,172N,1.0,Imc,,1989-09-20,0.0,2.0,1.0,0.0,7.0,1989,Other
Cessna,182,1.0,Vmc,,1989-09-20,0.0,0.0,0.0,3.0,0.0,1989,Other
Cessna,172N,1.0,Vmc,Instructional,1989-09-21,0.0,0.0,0.0,3.0,0.0,1989,Instructional
Cessna,152,1.0,Vmc,Personal,1989-09-21,0.0,0.0,0.0,3.0,0.0,1989,Personal
Cessna,172,1.0,Vmc,Personal,1989-09-23,0.0,0.0,0.0,1.0,0.0,1989,Personal
Cessna,150,1.0,Vmc,Personal,1989-09-23,0.0,0.0,0.0,1.0,0.0,1989,Personal
Cessna,152,1.0,Vmc,Instructional,1989-09-24,2.0,0.0,0.0,1.0,10.0,1989,Instructional
Cessna,172N,1.0,Vmc,Instructional,1989-09-24,2.0,0.0,0.0,1.0,10.0,1989,Instructional
Cessna,150,1.0,Vmc,Instructional,1989-09-24,0.0,0.0,0.0,1.0,0.0,1989,Instructional
Cessna,180,1.0,Vmc,,1989-09-25,0.0,0.0,0.0,4.0,0.0,1989,Other
Cessna,180,1.0,Vmc,Personal,1989-09-28,0.0,0.0,0.0,2.0,0.0,1989,Personal
Cessna,152,1.0,Vmc,Instructional,1989-09-29,0.0,0.0,0.0,2.0,0.0,1989,Instructional
Cessna,182,1.0,Vmc,Instructional,1989-09-29,0.0,0.0,0.0,2.0,0.0,1989,Instructional
Cessna,152,1.0,Vmc,,1989-09-30,2.0,0.0,0.0,0.0,10.0,1989,Other
Cessna,172P,1.0,Vmc,,1989-10-01,0.0,2.0,4.0,0.0,10.0,1989,Other
Cessna,172M,1.0,Vmc,Instructional,1989-10-01,0.0,0.0,0.0,1.0,0.0,1989,Instructional
Cessna,152,1.0,Vmc,Instructional,1989-10-05,0.0,0.0,0.0,1.0,0.0,1989,Instructional
Cessna,182,1.0,Vmc,Personal,1989-10-06,0.0,0.0,0.0,3.0,0.0,1989,Personal
Cessna,152,1.0,Vmc,Instructional,1989-10-07,0.0,0.0,0.0,1.0,0.0,1989,Instructional
Cessna,150,1.0,Vmc,Personal,1989-10-09,0.0,0.0,0.0,2.0,0.0,1989,Personal
Piper,Pa-28-140,1.0,Vmc,Instructional,1989-10-12,0.0,0.0,2.0,0.0,2.0,1989,Instructional
Cessna,152,1.0,Vmc,Personal,1989-10-13,0.0,0.0,0.0,2.0,0.0,1989,Personal
Cessna,152,1.0,Vmc,Instructional,1989-10-13,0.0,0.0,0.0,1.0,0.0,1989,Instructional
Cessna,152,1.0,Vmc,Instructional,1989-10-14,1.0,0.0,0.0,0.0,5.0,1989,Instructional
Cessna,152,1.0,Vmc,Instructional,1989-10-14,0.0,0.0,0.0,2.0,0.0,1989,Instructional
Cessna,172M,1.0,Vmc,Instructional,1989-10-14,0.0,0.0,0.0,2.0,0.0,1989,Instructional
Cessna,172,1.0,Vmc,Personal,1989-10-14,0.0,0.0,0.0,2.0,0.0,1989,Personal
Cessna,172N,1.0,Imc,Personal,1989-10-16,2.0,0.0,0.0,0.0,10.0,1989,Personal
Cessna,152,1.0,Vmc,Personal,1989-10-16,0.0,0.0,0.0,2.0,0.0,1989,Personal
Cessna,172,1.0,Vmc,Personal,1989-10-16,0.0,0.0,0.0,3.0,0.0,1989,Personal
Cessna,152,1.0,Vmc,Instructional,1989-10-17,0.0,0.0,0.0,1.0,0.0,1989,Instructional
Cessna,172N,1.0,Vmc,Aerial Observation,1989-10-17,0.0,0.0,0.0,2.0,0.0,1989,Aerial Observation
Cessna,150,1.0,Vmc,Personal,1989-10-19,0.0,0.0,1.0,0.0,1.0,1989,Personal
Cessna,172,1.0,Vmc,Instructional,1989-10-19,0.0,0.0,0.0,2.0,0.0,1989,Instructional
Cessna,150,1.0,Vmc,Instructional,1989-10-23,0.0,0.0,0.0,1.0,0.0,1989,Instructional
Cessna,152,1.0,Vmc,Instructional,1989-10-24,0.0,0.0,1.0,0.0,1.0,1989,Instructional
Cessna,152,1.0,Vmc,Instructional,1989-10-24,0.0,0.0,0.0,1.0,0.0,1989,Instructional
Cessna,172N,1.0,Vmc,Personal,1989-10-24,0.0,1.0,2.0,0.0,5.0,1989,Personal
Cessna,152,1.0,Vmc,Instructional,1989-10-25,0.0,0.0,1.0,0.0,1.0,1989,Instructional
Piper,Pa-18-150,1.0,Vmc,Instructional,1989-10-28,0.0,0.0,0.0,2.0,0.0,1989,Instructional
Cessna,172,1.0,Vmc,Personal,1989-10-29,0.0,0.0,0.0,4.0,0.0,1989,Personal
Piper,Pa-18-150,1.0,Vmc,Business,1989-11-03,0.0,0.0,2.0,0.0,2.0,1989,Business
Cessna,152,1.0,Vmc,Instructional,1989-11-04,0.0,0.0,0.0,1.0,0.0,1989,Instructional
Cessna,172P,1.0,Vmc,Instructional,1989-11-05,4.0,0.0,0.0,0.0,20.0,1989,Instructional
Cessna,152,1.0,Vmc,Instructional,1989-11-06,0.0,0.0,1.0,0.0,1.0,1989,Instructional
Cessna,172,1.0,Vmc,Personal,1989-11-06,2.0,0.0,0.0,0.0,10.0,1989,Personal
Cessna,150,1.0,Vmc,Personal,1989-11-07,0.0,0.0,0.0,2.0,0.0,1989,Personal
Cessna,172M,1.0,Imc,Personal,1989-11-08,1.0,0.0,0.0,0.0,5.0,1989,Personal
Piper,Pa-18-150,1.0,Vmc,Public Aircraft,1989-11-08,0.0,2.0,0.0,0.0,6.0,1989,Public Aircraft
Cessna,152,1.0,Vmc,Aerial Observation,1989-11-10,0.0,0.0,0.0,1.0,0.0,1989,Aerial Observation
Piper,Pa-28-140,1.0,Vmc,Personal,1989-11-11,0.0,0.0,0.0,4.0,0.0,1989,Personal
Cessna,172P,1.0,Vmc,Personal,1989-11-13,0.0,1.0,0.0,3.0,3.0,1989,Personal
Cessna,152,1.0,Vmc,Instructional,1989-11-14,0.0,0.0,0.0,2.0,0.0,1989,Instructional
Cessna,172,1.0,Vmc,Personal,1989-11-17,0.0,2.0,0.0,0.0,6.0,1989,Personal
Cessna,180,1.0,Vmc,Personal,1989-11-18,0.0,0.0,0.0,1.0,0.0,1989,Personal
Cessna,172,1.0,Vmc,Personal,1989-11-19,0.0,0.0,0.0,2.0,0.0,1989,Personal
Cessna,152,1.0,Vmc,,1989-11-19,0.0,2.0,0.0,0.0,6.0,1989,Other
Cessna,172,1.0,Imc,Instructional,1989-11-20,0.0,0.0,2.0,0.0,2.0,1989,Instructional
Cessna,172,1.0,Vmc,Aerial Observation,1989-11-20,0.0,0.0,0.0,1.0,0.0,1989,Aerial Observation
Cessna,152,1.0,Vmc,Instructional,1989-11-20,0.0,0.0,0.0,1.0,0.0,1989,Instructional
Piper,Pa-18-150,1.0,Vmc,Public Aircraft,1989-11-21,0.0,0.0,0.0,1.0,0.0,1989,Public Aircraft
Cessna,180,1.0,Vmc,Personal,1989-11-24,0.0,0.0,0.0,3.0,0.0,1989,Personal
Cessna,150,1.0,Vmc,Personal,1989-11-24,0.0,0.0,0.0,2.0,0.0,1989,Personal
Cessna,152,1.0,Vmc,Instructional,1989-11-25,0.0,0.0,0.0,2.0,0.0,1989,Instructional
Cessna,150,1.0,Vmc,Instructional,1989-11-25,0.0,0.0,0.0,1.0,0.0,1989,Instructional
Cessna,150,1.0,Vmc,Personal,1989-11-26,0.0,0.0,0.0,1.0,0.0,1989,Personal
Cessna,152,1.0,Vmc,Instructional,1989-11-26,0.0,0.0,0.0,1.0,0.0,1989,Instructional
Cessna,152,1.0,Vmc,Instructional,1989-11-27,0.0,0.0,0.0,1.0,0.0,1989,Instructional
Cessna,150,1.0,Vmc,Instructional,1989-11-27,0.0,0.0,0.0,2.0,0.0,1989,Instructional
Piper,Pa-18-150,1.0,Vmc,Personal,1989-12-03,1.0,0.0,0.0,1.0,5.0,1989,Personal
Cessna,152,1.0,Vmc,Instructional,1989-12-03,0.0,0.0,0.0,1.0,0.0,1989,Instructional
Cessna,172,1.0,Vmc,Instructional,1989-12-03,0.0,0.0,0.0,4.0,0.0,1989,Instructional
Cessna,172,1.0,Vmc,Personal,1989-12-03,0.0,0.0,0.0,4.0,0.0,1989,Personal
Cessna,150,1.0,Vmc,Instructional,1989-12-04,0.0,1.0,0.0,0.0,3.0,1989,Instructional
Cessna,172,1.0,Vmc,Personal,1989-12-07,1.0,0.0,1.0,0.0,6.0,1989,Personal
Cessna,182,1.0,Vmc,Personal,1989-12-08,0.0,0.0,0.0,1.0,0.0,1989,Personal
Cessna,180,1.0,Vmc,Personal,1989-12-08,0.0,0.0,0.0,2.0,0.0,1989,Personal
Cessna,172M,1.0,Vmc,Personal,1989-12-09,4.0,0.0,0.0,0.0,20.0,1989,Personal
Cessna,172,1.0,Vmc,Personal,1989-12-14,0.0,0.0,0.0,1.0,0.0,1989,Personal
Cessna,182,1.0,Vmc,,1989-12-17,1.0,0.0,1.0,1.0,6.0,1989,Other
Piper,Pa-18-150,1.0,Vmc,Personal,1989-12-19,0.0,0.0,0.0,1.0,0.0,1989,Personal
Cessna,172N,1.0,Vmc,Personal,1989-12-21,2.0,0.0,0.0,0.0,10.0,1989,Personal
Cessna,172,1.0,Vmc,Personal,1989-12-23,0.0,0.0,1.0,0.0,1.0,1989,Personal
Cessna,172N,1.0,Imc,Personal,1989-12-25,3.0,0.0,0.0,0.0,15.0,1989,Personal
Cessna,172M,1.0,Vmc,Personal,1989-12-25,0.0,0.0,0.0,2.0,0.0,1989,Personal
Cessna,150,1.0,Vmc,Personal,1989-12-26,0.0,0.0,0.0,1.0,0.0,1989,Personal
Cessna,172P,1.0,Vmc,Personal,1989-12-26,0.0,0.0,0.0,2.0,0.0,1989,Personal
Cessna,172P,1.0,Vmc,Instructional,1989-12-27,0.0,0.0,0.0,1.0,0.0,1989,Instructional
Cessna,172N,1.0,Vmc,Personal,1989-12-28,0.0,0.0,0.0,1.0,0.0,1989,Personal
Cessna,172N,1.0,Imc,Personal,1989-12-29,1.0,0.0,0.0,0.0,5.0,1989,Personal
Cessna,150,1.0,Vmc,Instructional,1990-01-02,0.0,0.0,1.0,0.0,1.0,1990,Instructional
Cessna,172M,1.0,Vmc,Instructional,1990-01-03,0.0,0.0,0.0,5.0,0.0,1990,Instructional
Cessna,152,1.0,Vmc,Instructional,1990-01-03,0.0,0.0,0.0,1.0,0.0,1990,Instructional
Piper,Pa-28-140,1.0,Vmc,Instructional,1990-01-05,0.0,0.0,0.0,1.0,0.0,1990,Instructional
Cessna,152,1.0,Vmc,Instructional,1990-01-06,0.0,0.0,0.0,1.0,0.0,1990,Instructional
Cessna,172,1.0,Vmc,Personal,1990-01-06,0.0,0.0,0.0,2.0,0.0,1990,Personal
Cessna,172,1.0,Vmc,Personal,1990-01-07,0.0,0.0,0.0,4.0,0.0,1990,Personal
Cessna,152,1.0,Vmc,Instructional,1990-01-08,0.0,0.0,0.0,1.0,0.0,1990,Instructional
Cessna,152,1.0,Vmc,Instructional,1990-01-08,0.0,0.0,0.0,1.0,0.0,1990,Instructional
Cessna,150,1.0,Vmc,Instructional,1990-01-08,0.0,0.0,0.0,1.0,0.0,1990,Instructional
Cessna,172,1.0,Vmc,Personal,1990-01-10,0.0,0.0,0.0,1.0,0.0,1990,Personal
Piper,Pa-28-140,1.0,Vmc,Personal,1990-01-10,0.0,0.0,0.0,2.0,0.0,1990,Personal
Piper,Pa-28-140,1.0,Vmc,Personal,1990-01-11,0.0,0.0,0.0,1.0,0.0,1990,Personal
Cessna,172,1.0,Vmc,Personal,1990-01-12,0.0,0.0,0.0,3.0,0.0,1990,Personal
Cessna,150,1.0,Vmc,Personal,1990-01-13,0.0,0.0,0.0,1.0,0.0,1990,Personal
Cessna,172,1.0,Vmc,Personal,1990-01-15,0.0,0.0,1.0,0.0,1.0,1990,Personal
Cessna,172,1.0,Vmc,Personal,1990-01-16,0.0,1.0,0.0,0.0,3.0,1990,Personal
Cessna,182,1.0,Vmc,Personal,1990-01-16,0.0,0.0,0.0,2.0,0.0,1990,Personal
Cessna,172,1.0,Vmc,Personal,1990-01-17,0.0,0.0,1.0,1.0,1.0,1990,Personal
Cessna,152,1.0,Vmc,Instructional,1990-01-20,0.0,0.0,0.0,1.0,0.0,1990,Instructional
Cessna,172M,1.0,Vmc,Personal,1990-01-21,0.0,0.0,0.0,1.0,0.0,1990,Personal
Cessna,152,1.0,Vmc,Instructional,1990-01-24,2.0,0.0,0.0,0.0,10.0,1990,Instructional
Cessna,172N,1.0,Vmc,Instructional,1990-01-27,0.0,1.0,1.0,0.0,4.0,1990,Instructional
Cessna,172,1.0,Vmc,,1990-01-27,0.0,0.0,0.0,2.0,0.0,1990,Other
Cessna,152,1.0,Vmc,Instructional,1990-01-28,0.0,0.0,0.0,1.0,0.0,1990,Instructional
Cessna,182,1.0,Vmc,Ferry,1990-01-28,0.0,0.0,1.0,0.0,1.0,1990,Ferry
Cessna,172M,1.0,Vmc,Personal,1990-02-04,1.0,0.0,0.0,2.0,5.0,1990,Personal
Piper,Pa-28-140,1.0,Vmc,Personal,1990-02-04,0.0,0.0,2.0,2.0,2.0,1990,Personal
Cessna,152,1.0,Vmc,Personal,1990-02-06,1.0,0.0,0.0,0.0,5.0,1990,Personal
Cessna,152,1.0,Vmc,Personal,1990-02-07,0.0,0.0,0.0,3.0,0.0,1990,Personal
Cessna,150,1.0,Vmc,Instructional,1990-02-08,0.0,1.0,1.0,0.0,4.0,1990,Instructional
Cessna,172P,1.0,Vmc,Personal,1990-02-09,0.0,0.0,0.0,3.0,0.0,1990,Personal
Cessna,150,1.0,Vmc,Personal,1990-02-09,0.0,0.0,0.0,2.0,0.0,1990,Personal
Cessna,150,1.0,Vmc,Personal,1990-02-10,0.0,0.0,2.0,0.0,2.0,1990,Personal
Cessna,180,1.0,Vmc,Personal,1990-02-10,0.0,0.0,0.0,1.0,0.0,1990,Personal
Piper,Pa-28-140,1.0,Vmc,Instructional,1990-02-10,0.0,0.0,0.0,1.0,0.0,1990,Instructional
Cessna,172P,1.0,Vmc,Instructional,1990-02-11,0.0,0.0,0.0,1.0,0.0,1990,Instructional
Cessna,152,1.0,Vmc,Personal,1990-02-12,0.0,0.0,0.0,1.0,0.0,1990,Personal
Piper,Pa-28-140,1.0,Vmc,Aerial Observation,1990-02-13,0.0,0.0,1.0,0.0,1.0,1990,Aerial Observation
Piper,Pa-28-140,1.0,Vmc,Instructional,1990-02-13,0.0,0.0,0.0,1.0,0.0,1990,Instructional
Cessna,180,1.0,Vmc,Personal,1990-02-15,0.0,0.0,0.0,1.0,0.0,1990,Personal
Cessna,172,1.0,Vmc,Personal,1990-02-15,0.0,0.0,0.0,1.0,0.0,1990,Personal
Cessna,152,1.0,Vmc,Instructional,1990-02-16,0.0,0.0,0.0,1.0,0.0,1990,Instructional
Cessna,152,1.0,Vmc,Personal,1990-02-18,0.0,0.0,1.0,1.0,1.0,1990,Personal
Cessna,152,1.0,Vmc,Instructional,1990-02-18,0.0,0.0,0.0,1.0,0.0,1990,Instructional
Cessna,152,1.0,Vmc,Instructional,1990-02-19,0.0,0.0,0.0,1.0,0.0,1990,Instructional
Cessna,152,1.0,Vmc,Instructional,1990-02-21,0.0,0.0,0.0,1.0,0.0,1990,Instructional
Cessna,152,1.0,Vmc,Personal,1990-02-22,0.0,0.0,0.0,2.0,0.0,1990,Personal
Cessna,152,1.0,Vmc,Personal,1990-02-23,0.0,0.0,0.0,2.0,0.0,1990,Personal
Cessna,152,1.0,Vmc,Instructional,1990-02-24,0.0,0.0,0.0,1.0,0.0,1990,Instructional
Cessna,152,1.0,Vmc,Personal,1990-02-28,0.0,0.0,0.0,2.0,0.0,1990,Personal
