Make,Model,Number.of.Engines,Weather.Condition,Purpose.of.flight,Event.Date,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Severity.Score,Year,Purpose_Grouped
Cessna,172M,1.0,Vmc,Personal,1985-01-02,0.0,0.0,0.0,5.0,0.0,1985,Personal
Piper,Pa-18-150,1.0,Vmc,Personal,1985-01-04,0.0,0.0,2.0,0.0,2.0,1985,Personal
Cessna,152,1.0,Vmc,Instructional,1985-01-06,0.0,0.0,0.0,2.0,0.0,1985,Instructional
Cessna,152,1.0,Vmc,Instructional,1985-01-08,0.0,0.0,1.0,0.0,1.0,1985,Instructional
Cessna,172N,1.0,Vmc,,1985-01-09,0.0,0.0,1.0,0.0,1.0,1985,Other
Cessna,172N,1.0,Vmc,Personal,1985-01-13,0.0,0.0,1.0,1.0,1.0,1985,Personal
Cessna,150,1.0,Vmc,Personal,1985-01-14,0.0,0.0,0.0,2.0,0.0,1985,Personal
Cessna,152,1.0,Imc,Personal,1985-01-19,0.0,0.0,2.0,0.0,2.0,1985,Personal
Cessna,152,1.0,Vmc,Instructional,1985-01-22,0.0,0.0,0.0,1.0,0.0,1985,Instructional
Cessna,152,1.0,Vmc,Instructional,1985-01-23,0.0,0.0,0.0,1.0,0.0,1985,Instructional
Cessna,152,1.0,Vmc,Personal,1985-01-26,2.0,0.0,0.0,0.0,10.0,1985,Personal
Cessna,152,1.0,Vmc,Instructional,1985-01-27,2.0,0.0,2.0,0.0,12.0,1985,Instructional
Cessna,172N,1.0,Vmc,Personal,1985-01-28,0.0,0.0,0.0,3.0,0.0,1985,Personal
Cessna,152,1.0,Vmc,Instructional,1985-02-02,0.0,0.0,0.0,1.0,0.0,1985,Instructional
Cessna,152,1.0,Vmc,Instructional,1985-02-08,0.0,0.0,0.0,1.0,0.0,1985,Instructional
Cessna,152,1.0,Vmc,Instructional,1985-02-09,0.0,1.0,1.0,0.0,4.0,1985,Instructional
Cessna,172,1.0,Vmc,Personal,1985-02-10,0.0,0.0,0.0,1.0,0.0,1985,Personal
Cessna,152,1.0,Vmc,Instructional,1985-02-13,0.0,0.0,1.0,0.0,1.0,1985,Instructional
Cessna,150,1.0,Vmc,Personal,1985-02-13,0.0,0.0,0.0,2.0,0.0,1985,Personal
Cessna,152,1.0,Vmc,Personal,1985-02-14,0.0,0.0,0.0,2.0,0.0,1985,Personal
Cessna,152,1.0,Vmc,Personal,1985-02-16,0.0,0.0,0.0,1.0,0.0,1985,Personal
Cessna,172M,1.0,Vmc,Personal,1985-02-16,0.0,0.0,0.0,1.0,0.0,1985,Personal
Piper,Pa-28-140,1.0,Vmc,Instructional,1985-02-16,0.0,0.0,0.0,1.0,0.0,1985,Instructional
Cessna,152,1.0,Vmc,Instructional,1985-02-16,0.0,0.0,0.0,1.0,0.0,1985,Instructional
Cessna,152,1.0,Vmc,Instructional,1985-02-16,0.0,0.0,1.0,0.0,1.0,1985,Instructional
Cessna,172N,1.0,Vmc,Personal,1985-02-17,0.0,0.0,3.0,0.0,3.0,1985,Personal
Cessna,172,1.0,Vmc,Personal,1985-02-17,0.0,0.0,0.0,3.0,0.0,1985,Personal
Cessna,152,1.0,Vmc,Instructional,1985-02-17,0.0,0.0,0.0,1.0,0.0,1985,Instructional
Cessna,172P,1.0,Vmc,Business,1985-02-18,0.0,1.0,0.0,0.0,3.0,1985,Business
Cessna,150,1.0,Vmc,Personal,1985-02-20,0.0,0.0,0.0,2.0,0.0,1985,Personal
Cessna,172,1.0,Vmc,Instructional,1985-02-20,0.0,0.0,0.0,1.0,0.0,1985,Instructional
Cessna,152,1.0,Vmc,Personal,1985-02-24,0.0,0.0,0.0,2.0,0.0,1985,Personal
Cessna,182,1.0,Vmc,Personal,1985-02-24,0.0,0.0,0.0,4.0,0.0,1985,Personal
Cessna,152,1.0,Vmc,Instructional,1985-02-24,0.0,0.0,0.0,1.0,0.0,1985,Instructional
Cessna,180,1.0,Vmc,Aerial Observation,1985-02-25,0.0,0.0,1.0,1.0,1.0,1985,Aerial Observation
Cessna,152,1.0,Imc,Personal,1985-02-26,3.0,0.0,0.0,0.0,15.0,1985,Personal
Cessna,152,1.0,Vmc,Instructional,1985-02-26,0.0,0.0,0.0,1.0,0.0,1985,Instructional
Cessna,152,1.0,Imc,Business,1985-03-01,1.0,0.0,0.0,0.0,5.0,1985,Business
Cessna,172,1.0,Vmc,Instructional,1985-03-01,0.0,0.0,0.0,1.0,0.0,1985,Instructional
Cessna,152,1.0,Vmc,Instructional,1985-03-01,0.0,0.0,0.0,1.0,0.0,1985,Instructional
Cessna,180,1.0,Vmc,Business,1985-03-02,0.0,0.0,0.0,1.0,0.0,1985,Business
Cessna,152,1.0,Vmc,Personal,1985-03-03,2.0,0.0,0.0,0.0,10.0,1985,Personal
Cessna,182,1.0,Vmc,Personal,1985-03-03,0.0,1.0,0.0,1.0,3.0,1985,Personal
Cessna,182,1.0,Vmc,Personal,1985-03-03,0.0,2.0,1.0,0.0,7.0,1985,Personal
Cessna,150,1.0,Vmc,Personal,1985-03-03,0.0,0.0,0.0,1.0,0.0,1985,Personal
Piper,Pa-28-140,1.0,Vmc,Instructional,1985-03-03,0.0,0.0,0.0,2.0,0.0,1985,Instructional
Cessna,150,1.0,Vmc,Personal,1985-03-03,0.0,0.0,1.0,0.0,1.0,1985,Personal
Cessna,172,1.0,Vmc,Personal,1985-03-04,0.0,0.0,1.0,2.0,1.0,1985,Personal
Cessna,152,1.0,Vmc,Personal,1985-03-04,0.0,0.0,0.0,1.0,0.0,1985,Personal
Cessna,152,1.0,Vmc,Personal,1985-03-04,0.0,0.0,0.0,2.0,0.0,1985,Personal
Cessna,180,1.0,Vmc,Personal,1985-03-05,0.0,0.0,0.0,1.0,0.0,1985,Personal
Cessna,152,1.0,Vmc,Personal,1985-03-06,0.0,0.0,0.0,1.0,0.0,1985,Personal
Cessna,182,1.0,Vmc,Instructional,1985-03-07,0.0,0.0,0.0,2.0,0.0,1985,Instructional
Cessna,172,1.0,Vmc,Personal,1985-03-07,0.0,0.0,0.0,2.0,0.0,1985,Personal
Cessna,152,1.0,Vmc,Instructional,1985-03-07,0.0,0.0,0.0,1.0,0.0,1985,Instructional
Cessna,182,1.0,Imc,Personal,1985-03-08,2.0,1.0,0.0,0.0,13.0,1985,Personal
Piper,Pa-28-140,1.0,Vmc,Personal,1985-03-09,0.0,2.0,1.0,0.0,7.0,1985,Personal
Piper,Pa-28-140,1.0,Vmc,Personal,1985-03-10,0.0,0.0,0.0,1.0,0.0,1985,Personal
Cessna,180,1.0,Vmc,Personal,1985-03-10,0.0,0.0,0.0,2.0,0.0,1985,Personal
Cessna,172N,1.0,Vmc,Personal,1985-03-10,0.0,0.0,0.0,1.0,0.0,1985,Personal
Cessna,172,1.0,Vmc,Personal,1985-03-12,0.0,0.0,0.0,2.0,0.0,1985,Personal
Cessna,152,1.0,Vmc,Instructional,1985-03-14,0.0,0.0,0.0,1.0,0.0,1985,Instructional
Cessna,152,1.0,Vmc,Instructional,1985-03-14,0.0,0.0,0.0,1.0,0.0,1985,Instructional
Cessna,152,1.0,Vmc,Personal,1985-03-14,0.0,0.0,0.0,2.0,0.0,1985,Personal
Cessna,172N,1.0,Vmc,Personal,1985-03-15,0.0,0.0,0.0,1.0,0.0,1985,Personal
Cessna,172P,1.0,Vmc,Personal,1985-03-16,0.0,0.0,0.0,2.0,0.0,1985,Personal
Piper,Pa-28-140,1.0,Vmc,Personal,1985-03-17,0.0,1.0,3.0,0.0,6.0,1985,Personal
Cessna,172,1.0,Vmc,Personal,1985-03-17,0.0,0.0,0.0,3.0,0.0,1985,Personal
Cessna,172,1.0,Vmc,Instructional,1985-03-19,0.0,0.0,0.0,1.0,0.0,1985,Instructional
Cessna,152,1.0,Vmc,Instructional,1985-03-19,0.0,0.0,0.0,1.0,0.0,1985,Instructional
Cessna,152,1.0,Vmc,Instructional,1985-03-22,1.0,0.0,0.0,0.0,5.0,1985,Instructional
Cessna,152,1.0,Vmc,Instructional,1985-03-22,0.0,0.0,1.0,0.0,1.0,1985,Instructional
Cessna,182,1.0,Imc,Personal,1985-03-23,0.0,0.0,1.0,1.0,1.0,1985,Personal
Cessna,150,1.0,Vmc,Personal,1985-03-23,0.0,0.0,1.0,0.0,1.0,1985,Personal
Cessna,180,1.0,Vmc,Personal,1985-03-23,0.0,0.0,0.0,1.0,0.0,1985,Personal
Cessna,172M,1.0,Vmc,Personal,1985-03-24,0.0,0.0,0.0,2.0,0.0,1985,Personal
Cessna,152,1.0,Vmc,Instructional,1985-03-29,0.0,0.0,0.0,1.0,0.0,1985,Instructional
Cessna,172N,1.0,Vmc,Personal,1985-03-31,0.0,1.0,3.0,0.0,6.0,1985,Personal
Cessna,150,1.0,Vmc,Personal,1985-03-31,0.0,0.0,0.0,1.0,0.0,1985,Personal
Cessna,152,1.0,Vmc,Personal,1985-04-02,0.0,0.0,0.0,1.0,0.0,1985,Personal
Cessna,182,1.0,Vmc,Personal,1985-04-03,0.0,0.0,0.0,1.0,0.0,1985,Personal
Cessna,152,1.0,Vmc,Instructional,1985-04-03,0.0,0.0,0.0,1.0,0.0,1985,Instructional
Cessna,152,1.0,Vmc,Instructional,1985-04-04,0.0,0.0,0.0,1.0,0.0,1985,Instructional
Cessna,152,1.0,Vmc,Instructional,1985-04-05,0.0,0.0,0.0,2.0,0.0,1985,Instructional
Cessna,172N,1.0,Imc,Personal,1985-04-05,3.0,0.0,0.0,0.0,15.0,1985,Personal
Piper,Pa-28-140,1.0,Vmc,Personal,1985-04-05,0.0,0.0,0.0,4.0,0.0,1985,Personal
Cessna,172,1.0,Vmc,Personal,1985-04-06,0.0,2.0,0.0,0.0,6.0,1985,Personal
Piper,Pa-18-150,1.0,Vmc,Personal,1985-04-07,1.0,0.0,0.0,0.0,5.0,1985,Personal
Cessna,172M,1.0,Vmc,,1985-04-07,0.0,0.0,0.0,4.0,0.0,1985,Other
Cessna,152,1.0,Vmc,Personal,1985-04-08,0.0,0.0,0.0,2.0,0.0,1985,Personal
Cessna,172,1.0,Vmc,Personal,1985-04-09,0.0,0.0,0.0,2.0,0.0,1985,Personal
Cessna,172,1.0,Vmc,Personal,1985-04-09,0.0,0.0,0.0,3.0,0.0,1985,Personal
Cessna,152,1.0,Vmc,Aerial Observation,1985-04-10,0.0,2.0,0.0,0.0,6.0,1985,Aerial Observation
Cessna,172P,1.0,Vmc,Business,1985-04-12,0.0,0.0,1.0,0.0,1.0,1985,Business
Cessna,152,1.0,Vmc,Personal,1985-04-13,1.0,0.0,0.0,0.0,5.0,1985,Personal
Cessna,172,1.0,Vmc,Instructional,1985-04-13,0.0,0.0,0.0,1.0,0.0,1985,Instructional
Cessna,172M,1.0,Vmc,Personal,1985-04-14,2.0,2.0,0.0,4.0,16.0,1985,Personal
Piper,Pa-28-140,1.0,Vmc,Personal,1985-04-14,2.0,2.0,0.0,4.0,16.0,1985,Personal
Cessna,152,1.0,Vmc,Aerial Observation,1985-04-17,0.0,1.0,0.0,0.0,3.0,1985,Aerial Observation
Cessna,172P,1.0,Vmc,Personal,1985-04-17,0.0,0.0,1.0,0.0,1.0,1985,Personal
Cessna,172,1.0,Vmc,Personal,1985-04-19,0.0,0.0,0.0,2.0,0.0,1985,Personal
Cessna,150,1.0,Vmc,Personal,1985-04-19,0.0,0.0,2.0,0.0,2.0,1985,Personal
Cessna,152,1.0,Vmc,Instructional,1985-04-19,0.0,0.0,0.0,2.0,0.0,1985,Instructional
Piper,Pa-28-140,1.0,Vmc,Personal,1985-04-20,2.0,0.0,0.0,0.0,10.0,1985,Personal
Cessna,172P,1.0,Vmc,Business,1985-04-20,0.0,0.0,1.0,0.0,1.0,1985,Business
Cessna,152,1.0,Imc,Personal,1985-04-21,2.0,0.0,0.0,0.0,10.0,1985,Personal
Cessna,172N,1.0,Vmc,Personal,1985-04-22,0.0,0.0,0.0,1.0,0.0,1985,Personal
Cessna,150,1.0,Vmc,Personal,1985-04-22,0.0,0.0,0.0,1.0,0.0,1985,Personal
Cessna,172M,1.0,Vmc,Personal,1985-04-22,0.0,0.0,0.0,1.0,0.0,1985,Personal
Cessna,180,1.0,Vmc,Personal,1985-04-22,0.0,0.0,0.0,1.0,0.0,1985,Personal
Piper,Pa-28-140,1.0,Vmc,Personal,1985-04-25,0.0,0.0,2.0,0.0,2.0,1985,Personal
Cessna,172N,1.0,Vmc,Personal,1985-04-27,0.0,0.0,0.0,1.0,0.0,1985,Personal
Cessna,172,1.0,Vmc,,1985-04-27,0.0,0.0,1.0,0.0,1.0,1985,Other
Cessna,182,1.0,Vmc,Other Work Use,1985-04-28,0.0,0.0,1.0,0.0,1.0,1985,Other Work Use
Cessna,152,1.0,Vmc,Personal,1985-04-29,0.0,0.0,0.0,2.0,0.0,1985,Personal
Cessna,182,1.0,Vmc,Personal,1985-04-30,0.0,0.0,0.0,5.0,0.0,1985,Personal
Cessna,172,1.0,Vmc,Personal,1985-05-01,0.0,0.0,0.0,3.0,0.0,1985,Personal
Cessna,150,1.0,Vmc,Personal,1985-05-02,0.0,1.0,0.0,0.0,3.0,1985,Personal
Cessna,152,1.0,Vmc,Instructional,1985-05-02,0.0,0.0,0.0,3.0,0.0,1985,Instructional
Cessna,172M,1.0,Vmc,Personal,1985-05-04,1.0,0.0,0.0,1.0,5.0,1985,Personal
Cessna,152,1.0,Vmc,Instructional,1985-05-04,0.0,0.0,0.0,1.0,0.0,1985,Instructional
Cessna,150,1.0,Vmc,,1985-05-04,0.0,0.0,0.0,2.0,0.0,1985,Other
Cessna,172N,1.0,Vmc,Personal,1985-05-05,0.0,0.0,0.0,1.0,0.0,1985,Personal
Cessna,152,1.0,Vmc,Personal,1985-05-05,0.0,0.0,0.0,2.0,0.0,1985,Personal
Cessna,152,1.0,Vmc,Instructional,1985-05-07,0.0,0.0,0.0,1.0,0.0,1985,Instructional
Cessna,182,1.0,Imc,Personal,1985-05-10,0.0,0.0,0.0,4.0,0.0,1985,Personal
Piper,Pa-18-150,1.0,Imc,Business,1985-05-10,0.0,1.0,0.0,0.0,3.0,1985,Business
Cessna,172N,1.0,Vmc,Personal,1985-05-12,0.0,0.0,0.0,4.0,0.0,1985,Personal
Cessna,152,1.0,Vmc,Instructional,1985-05-13,0.0,0.0,0.0,1.0,0.0,1985,Instructional
Cessna,152,1.0,Vmc,Instructional,1985-05-14,0.0,0.0,0.0,1.0,0.0,1985,Instructional
Cessna,152,1.0,Vmc,Instructional,1985-05-15,0.0,0.0,0.0,1.0,0.0,1985,Instructional
Cessna,172M,1.0,Vmc,Personal,1985-05-17,0.0,0.0,0.0,2.0,0.0,1985,Personal
Cessna,172,1.0,Vmc,Personal,1985-05-18,0.0,0.0,0.0,2.0,0.0,1985,Personal
Cessna,150,1.0,Vmc,Personal,1985-05-18,0.0,0.0,0.0,2.0,0.0,1985,Personal
Cessna,172,1.0,Vmc,Personal,1985-05-19,0.0,1.0,0.0,0.0,3.0,1985,Personal
Cessna,182,1.0,Vmc,Personal,1985-05-19,0.0,0.0,0.0,3.0,0.0,1985,Personal
Cessna,172N,1.0,Imc,Business,1985-05-21,0.0,0.0,2.0,0.0,2.0,1985,Business
Cessna,152,1.0,Vmc,Business,1985-05-21,0.0,0.0,0.0,1.0,0.0,1985,Business
Cessna,152,1.0,Vmc,Instructional,1985-05-21,0.0,0.0,0.0,1.0,0.0,1985,Instructional
Piper,Pa-28-140,1.0,Vmc,Personal,1985-05-22,1.0,0.0,0.0,7.0,5.0,1985,Personal
Cessna,172,1.0,Vmc,Instructional,1985-05-22,0.0,0.0,0.0,1.0,0.0,1985,Instructional
Piper,Pa-18-150,1.0,Vmc,Personal,1985-05-23,0.0,0.0,0.0,2.0,0.0,1985,Personal
Piper,Pa-28-140,1.0,Vmc,Personal,1985-05-25,0.0,1.0,0.0,0.0,3.0,1985,Personal
Cessna,152,1.0,Vmc,Personal,1985-05-25,0.0,0.0,0.0,1.0,0.0,1985,Personal
Piper,Pa-28-140,1.0,Vmc,Personal,1985-05-25,0.0,0.0,1.0,0.0,1.0,1985,Personal
Cessna,150,1.0,Vmc,Personal,1985-05-26,0.0,0.0,2.0,0.0,2.0,1985,Personal
Cessna,150,1.0,Vmc,Instructional,1985-05-26,0.0,0.0,1.0,0.0,1.0,1985,Instructional
Cessna,152,1.0,Vmc,Personal,1985-05-27,0.0,0.0,2.0,0.0,2.0,1985,Personal
Cessna,152,1.0,Vmc,Personal,1985-05-27,0.0,0.0,0.0,2.0,0.0,1985,Personal
Piper,Pa-28-140,1.0,Vmc,Personal,1985-05-28,0.0,0.0,0.0,2.0,0.0,1985,Personal
Cessna,182,1.0,Vmc,Personal,1985-05-30,0.0,0.0,0.0,2.0,0.0,1985,Personal
Cessna,182,1.0,Vmc,Business,1985-05-31,0.0,0.0,0.0,1.0,0.0,1985,Business
Cessna,172,1.0,Vmc,Business,1985-05-31,0.0,0.0,0.0,1.0,0.0,1985,Business
Cessna,152,1.0,Vmc,Personal,1985-06-01,2.0,0.0,0.0,0.0,10.0,1985,Personal
Cessna,152,1.0,Imc,Instructional,1985-06-02,1.0,0.0,0.0,0.0,5.0,1985,Instructional
Cessna,152,1.0,Vmc,Personal,1985-06-02,0.0,0.0,2.0,0.0,2.0,1985,Personal
Piper,Pa-28-140,1.0,Vmc,Personal,1985-06-02,3.0,0.0,0.0,0.0,15.0,1985,Personal
Cessna,172,1.0,Vmc,Personal,1985-06-02,0.0,0.0,0.0,4.0,0.0,1985,Personal
Piper,Pa-18-150,1.0,Vmc,Personal,1985-06-06,0.0,0.0,0.0,1.0,0.0,1985,Personal
Cessna,150,1.0,Vmc,Instructional,1985-06-06,0.0,0.0,0.0,1.0,0.0,1985,Instructional
Cessna,152,1.0,Vmc,Instructional,1985-06-06,0.0,0.0,0.0,2.0,0.0,1985,Instructional
Cessna,150,1.0,Vmc,Instructional,1985-06-07,0.0,1.0,0.0,0.0,3.0,1985,Instructional
Cessna,172,1.0,Vmc,Personal,1985-06-08,0.0,0.0,0.0,3.0,0.0,1985,Personal
Cessna,150,1.0,Vmc,Personal,1985-06-09,0.0,0.0,1.0,0.0,1.0,1985,Personal
Cessna,180,1.0,Vmc,Personal,1985-06-09,0.0,0.0,0.0,1.0,0.0,1985,Personal
Cessna,152,1.0,Vmc,Instructional,1985-06-11,1.0,1.0,4.0,0.0,12.0,1985,Instructional
Piper,Pa-18-150,1.0,Vmc,Instructional,1985-06-12,0.0,0.0,0.0,2.0,0.0,1985,Instructional
Cessna,172M,1.0,Vmc,Personal,1985-06-12,0.0,0.0,0.0,4.0,0.0,1985,Personal
Cessna,172M,1.0,Vmc,Personal,1985-06-13,0.0,0.0,0.0,3.0,0.0,1985,Personal
Cessna,152,1.0,Vmc,Personal,1985-06-14,0.0,1.0,1.0,0.0,4.0,1985,Personal
Cessna,150,1.0,Vmc,,1985-06-14,0.0,0.0,1.0,0.0,1.0,1985,Other
Piper,Pa-28-140,1.0,Vmc,Personal,1985-06-15,0.0,0.0,0.0,1.0,0.0,1985,Personal
Cessna,172M,1.0,Vmc,Personal,1985-06-15,0.0,0.0,2.0,0.0,2.0,1985,Personal
Cessna,152,1.0,Vmc,Personal,1985-06-15,0.0,0.0,0.0,1.0,0.0,1985,Personal
Cessna,150,1.0,Vmc,Personal,1985-06-16,0.0,0.0,0.0,2.0,0.0,1985,Personal
Cessna,180,1.0,Vmc,Personal,1985-06-16,0.0,0.0,0.0,2.0,0.0,1985,Personal
Cessna,172,1.0,Vmc,Personal,1985-06-17,0.0,0.0,0.0,2.0,0.0,1985,Personal
Cessna,180,1.0,Vmc,Personal,1985-06-19,0.0,0.0,0.0,2.0,0.0,1985,Personal
Cessna,152,1.0,Vmc,Personal,1985-06-20,0.0,0.0,0.0,2.0,0.0,1985,Personal
Cessna,172M,1.0,Vmc,Personal,1985-06-20,0.0,0.0,0.0,1.0,0.0,1985,Personal
Cessna,172P,1.0,Vmc,Personal,1985-06-21,0.0,0.0,1.0,2.0,1.0,1985,Personal
Cessna,152,1.0,Vmc,Personal,1985-06-21,0.0,0.0,0.0,1.0,0.0,1985,Personal
Cessna,152,1.0,Vmc,Instructional,1985-06-23,1.0,2.0,0.0,0.0,11.0,1985,Instructional
Cessna,152,1.0,Vmc,Instructional,1985-06-23,0.0,0.0,0.0,1.0,0.0,1985,Instructional
Cessna,152,1.0,Vmc,Instructional,1985-06-23,0.0,1.0,1.0,0.0,4.0,1985,Instructional
Cessna,180,1.0,Vmc,Personal,1985-06-23,0.0,0.0,0.0,3.0,0.0,1985,Personal
Cessna,150,1.0,Vmc,Instructional,1985-06-23,1.0,2.0,0.0,0.0,11.0,1985,Instructional
Cessna,172,1.0,Vmc,Instructional,1985-06-23,0.0,0.0,0.0,1.0,0.0,1985,Instructional
Cessna,172P,1.0,Vmc,Personal,1985-06-23,0.0,0.0,0.0,3.0,0.0,1985,Personal
Cessna,172,1.0,Vmc,Personal,1985-06-23,0.0,0.0,0.0,2.0,0.0,1985,Personal
Cessna,182,1.0,Imc,,1985-06-28,0.0,0.0,1.0,3.0,1.0,1985,Other
Piper,Pa-28-140,1.0,Vmc,Personal,1985-06-29,0.0,0.0,0.0,2.0,0.0,1985,Personal
Cessna,152,1.0,Vmc,Personal,1985-06-30,0.0,0.0,0.0,1.0,0.0,1985,Personal
Cessna,152,1.0,Vmc,Instructional,1985-06-30,0.0,0.0,0.0,1.0,0.0,1985,Instructional
Cessna,172M,1.0,Vmc,,1985-06-30,0.0,0.0,0.0,4.0,0.0,1985,Other
Cessna,152,1.0,Vmc,Instructional,1985-07-02,0.0,0.0,0.0,1.0,0.0,1985,Instructional
Piper,Pa-28-140,1.0,Vmc,Personal,1985-07-03,0.0,0.0,1.0,0.0,1.0,1985,Personal
Cessna,152,1.0,Vmc,Personal,1985-07-03,0.0,0.0,0.0,2.0,0.0,1985,Personal
Cessna,152,1.0,Vmc,Personal,1985-07-04,0.0,0.0,0.0,2.0,0.0,1985,Personal
Cessna,172P,1.0,Vmc,Instructional,1985-07-04,0.0,0.0,1.0,0.0,1.0,1985,Instructional
Piper,Pa-28-140,1.0,Vmc,Personal,1985-07-05,0.0,0.0,0.0,1.0,0.0,1985,Personal
Cessna,172M,1.0,Vmc,Instructional,1985-07-05,0.0,0.0,0.0,2.0,0.0,1985,Instructional
Cessna,172,1.0,Vmc,Personal,1985-07-06,0.0,2.0,2.0,0.0,8.0,1985,Personal
Cessna,152,1.0,Vmc,Instructional,1985-07-06,0.0,0.0,1.0,0.0,1.0,1985,Instructional
Cessna,152,1.0,Vmc,Instructional,1985-07-06,0.0,0.0,0.0,1.0,0.0,1985,Instructional
Cessna,172P,1.0,Vmc,Personal,1985-07-07,0.0,2.0,1.0,0.0,7.0,1985,Personal
Cessna,152,1.0,Vmc,Personal,1985-07-08,2.0,0.0,0.0,0.0,10.0,1985,Personal
Cessna,150,1.0,Vmc,Instructional,1985-07-09,0.0,0.0,0.0,1.0,0.0,1985,Instructional
Cessna,150,1.0,Vmc,Instructional,1985-07-09,0.0,0.0,0.0,2.0,0.0,1985,Instructional
Cessna,152,1.0,Vmc,Personal,1985-07-10,0.0,0.0,0.0,1.0,0.0,1985,Personal
Cessna,152,1.0,Vmc,Personal,1985-07-10,0.0,0.0,0.0,1.0,0.0,1985,Personal
Piper,Pa-28-140,1.0,Vmc,Personal,1985-07-11,0.0,0.0,2.0,0.0,2.0,1985,Personal
Cessna,172M,1.0,Vmc,Personal,1985-07-11,0.0,0.0,0.0,1.0,0.0,1985,Personal
Cessna,182,1.0,Vmc,Personal,1985-07-11,0.0,0.0,0.0,3.0,0.0,1985,Personal
Cessna,152,1.0,Vmc,Personal,1985-07-11,0.0,0.0,0.0,1.0,0.0,1985,Personal
Cessna,172,1.0,Vmc,Personal,1985-07-13,0.0,0.0,0.0,4.0,0.0,1985,Personal
Cessna,182,1.0,Vmc,Business,1985-07-13,0.0,1.0,4.0,0.0,7.0,1985,Business
Cessna,180,1.0,Vmc,Personal,1985-07-13,0.0,0.0,0.0,1.0,0.0,1985,Personal
Cessna,172,1.0,Vmc,Personal,1985-07-15,0.0,0.0,0.0,3.0,0.0,1985,Personal
Cessna,152,1.0,Vmc,Instructional,1985-07-15,0.0,0.0,0.0,1.0,0.0,1985,Instructional
Cessna,172N,1.0,Vmc,Personal,1985-07-16,0.0,0.0,0.0,1.0,0.0,1985,Personal
Cessna,182,1.0,Vmc,Personal,1985-07-16,0.0,0.0,0.0,4.0,0.0,1985,Personal
Piper,Pa-28-140,1.0,Vmc,Personal,1985-07-16,0.0,0.0,0.0,3.0,0.0,1985,Personal
Cessna,152,1.0,Vmc,Personal,1985-07-16,0.0,2.0,0.0,0.0,6.0,1985,Personal
Cessna,172,1.0,Vmc,Personal,1985-07-17,0.0,0.0,1.0,3.0,1.0,1985,Personal
Cessna,152,1.0,Vmc,Personal,1985-07-17,0.0,0.0,0.0,2.0,0.0,1985,Personal
Piper,Pa-28-140,1.0,Vmc,Personal,1985-07-18,0.0,0.0,0.0,2.0,0.0,1985,Personal
Cessna,152,1.0,Vmc,Instructional,1985-07-18,0.0,0.0,2.0,0.0,2.0,1985,Instructional
Piper,Pa-18-150,1.0,Vmc,Personal,1985-07-18,1.0,1.0,0.0,0.0,8.0,1985,Personal
Piper,Pa-28-140,1.0,Vmc,Personal,1985-07-18,0.0,0.0,0.0,3.0,0.0,1985,Personal
Piper,Pa-28-140,1.0,Vmc,Instructional,1985-07-18,0.0,0.0,0.0,3.0,0.0,1985,Instructional
Cessna,152,1.0,Vmc,Instructional,1985-07-19,0.0,1.0,1.0,0.0,4.0,1985,Instructional
Cessna,172,1.0,Vmc,Business,1985-07-19,0.0,0.0,0.0,1.0,0.0,1985,Business
Piper,Pa-28-140,1.0,Vmc,Personal,1985-07-19,0.0,0.0,0.0,3.0,0.0,1985,Personal
Cessna,182,1.0,Vmc,Other Work Use,1985-07-20,0.0,0.0,3.0,2.0,3.0,1985,Other Work Use
Cessna,172N,1.0,Vmc,Instructional,1985-07-20,0.0,0.0,0.0,3.0,0.0,1985,Instructional
Cessna,152,1.0,Vmc,Personal,1985-07-21,0.0,0.0,0.0,2.0,0.0,1985,Personal
Cessna,152,1.0,Vmc,Personal,1985-07-23,0.0,0.0,0.0,1.0,0.0,1985,Personal
Piper,Pa-28-140,1.0,Vmc,Personal,1985-07-23,0.0,0.0,0.0,1.0,0.0,1985,Personal
Cessna,152,1.0,Vmc,Instructional,1985-07-23,0.0,0.0,0.0,1.0,0.0,1985,Instructional
Cessna,152,1.0,Vmc,Instructional,1985-07-23,0.0,1.0,0.0,0.0,3.0,1985,Instructional
Cessna,172,1.0,Vmc,Positioning,1985-07-25,0.0,0.0,0.0,1.0,0.0,1985,Positioning
Cessna,172,1.0,Vmc,Personal,1985-07-25,0.0,0.0,0.0,2.0,0.0,1985,Personal
Cessna,152,1.0,Vmc,Instructional,1985-07-27,0.0,0.0,0.0,1.0,0.0,1985,Instructional
Piper,Pa-28-140,1.0,Vmc,Personal,1985-07-27,0.0,0.0,1.0,2.0,1.0,1985,Personal
Cessna,172M,1.0,Imc,Personal,1985-07-29,4.0,0.0,0.0,0.0,20.0,1985,Personal
Cessna,180,1.0,Vmc,Personal,1985-07-29,0.0,0.0,0.0,4.0,0.0,1985,Personal
Piper,Pa-28-140,1.0,Vmc,Personal,1985-07-29,0.0,0.0,0.0,2.0,0.0,1985,Personal
Cessna,172P,1.0,Vmc,Personal,1985-08-01,0.0,2.0,0.0,0.0,6.0,1985,Personal
Cessna,152,1.0,Vmc,Personal,1985-08-03,0.0,0.0,0.0,2.0,0.0,1985,Personal
Cessna,172,1.0,Vmc,Personal,1985-08-03,0.0,0.0,0.0,1.0,0.0,1985,Personal
